"year","month","time","ts","spi1","spi2","spi3","spi4","spi5","spi6","spi7","spi8","spi9","spi10","spi11","spi12"
1575,2,"1575-2-15 00:00:00",1575.12,0.139502,0.140406,0.051445,-0.436605,-0.846424,-0.819784,-1.292144,-1.278469,-1.183691,-1.120295,-1.062465,-0.990844
1575,3,"1575-3-15 00:00:00",1575.21,0.084762,0.152083,0.157668,0.082766,-0.35089,-0.733164,-0.723458,-1.172556,-1.172071,-1.092505,-1.03992,-0.990844
1575,4,"1575-4-15 00:00:00",1575.29,0.104768,0.128529,0.177782,0.182376,0.115556,-0.278424,-0.637282,-0.638629,-1.067081,-1.076044,-1.008355,-0.964401
1575,5,"1575-5-15 00:00:00",1575.38,0.757619,0.584822,0.511763,0.499726,0.468401,0.381935,-0.000754,-0.355066,-0.376659,-0.797404,-0.822425,-0.772118
1575,6,"1575-6-15 00:00:00",1575.46,0.468632,0.831573,0.719175,0.651086,0.631173,0.594625,0.507832,0.145449,-0.195575,-0.226094,-0.633671,-0.666843
1575,7,"1575-7-15 00:00:00",1575.54,-2.459132,-1.349843,-0.666149,-0.518794,-0.423419,-0.331183,-0.281076,-0.295689,-0.581771,-0.861134,-0.855913,-1.214563
1575,8,"1575-8-15 00:00:00",1575.62,-2.02939,-3.043858,-2.172023,-1.500245,-1.281396,-1.125893,-0.985839,-0.893703,-0.869273,-1.106922,-1.34581,-1.319446
1575,9,"1575-9-15 00:00:00",1575.71,-0.984599,-2.043914,-2.957231,-2.301451,-1.723489,-1.517721,-1.36364,-1.221827,-1.124073,-1.090408,-1.306234,-1.526421
1575,10,"1575-10-15 00:00:00",1575.79,-1.13629,-1.438265,-2.242474,-3.039519,-2.492086,-1.972461,-1.774025,-1.619698,-1.475525,-1.372347,-1.330154,-1.526421
1575,11,"1575-11-15 00:00:00",1575.88,-1.304181,-1.654988,-1.85063,-2.508383,-3.211539,-2.727932,-2.247562,-2.052857,-1.897,-1.749856,-1.641233,-1.590921
1575,12,"1575-12-15 00:00:00",1575.96,-1.370299,-1.813679,-2.059031,-2.205282,-2.769663,-3.401741,-2.962738,-2.512875,-2.321797,-2.165364,-2.016359,-1.903625
1576,1,"1576-1-15 00:00:00",1576.04,0.912892,-0.310187,-0.951819,-1.332669,-1.575609,-2.166186,-2.813426,-2.464451,-2.08587,-1.937456,-1.814585,-1.693572
1576,2,"1576-2-15 00:00:00",1576.12,0.139502,0.713673,-0.17177,-0.745961,-1.11942,-1.371476,-1.940046,-2.567095,-2.266326,-1.927898,-1.800304,-1.693572
1576,3,"1576-3-15 00:00:00",1576.21,0.084762,0.152083,0.614427,-0.107218,-0.623886,-0.979648,-1.229496,-1.77375,-2.378394,-2.113073,-1.805523,-1.693572
1576,4,"1576-4-15 00:00:00",1576.29,0.104768,0.128529,0.177782,0.571133,-0.052098,-0.524908,-0.863369,-1.108186,-1.629878,-2.213211,-1.975849,-1.693572
1576,5,"1576-5-15 00:00:00",1576.38,0.256107,0.244725,0.240786,0.269092,0.60794,0.046803,-0.395395,-0.721256,-0.96264,-1.465956,-2.031296,-1.818188
1576,6,"1576-6-15 00:00:00",1576.46,2.235435,1.689621,1.402835,1.232964,1.144661,1.367991,0.794241,0.330258,-0.022569,-0.292244,-0.806505,-1.379172
1576,7,"1576-7-15 00:00:00",1576.54,1.257424,2.368656,2.025637,1.772245,1.598343,1.494232,1.677398,1.129126,0.676263,0.324778,0.05101,-0.455681
1576,8,"1576-8-15 00:00:00",1576.62,1.63363,1.960547,2.769939,2.475334,2.226914,2.041701,1.919633,2.065939,1.533941,1.087081,0.734095,0.454508
1576,9,"1576-9-15 00:00:00",1576.71,0.068456,1.154258,1.59908,2.389038,2.212177,2.035726,1.895755,1.802591,1.953977,1.464842,1.048408,0.716172
1576,10,"1576-10-15 00:00:00",1576.79,-0.238667,-0.115427,0.790713,1.251255,2.011385,1.909887,1.787053,1.684655,1.617786,1.776275,1.326395,0.939213
1576,11,"1576-11-15 00:00:00",1576.88,-0.270203,-0.345086,-0.237963,0.548734,0.994533,1.71704,1.661028,1.573954,1.498175,1.450679,1.613406,1.196137
1576,12,"1576-12-15 00:00:00",1576.96,0.121343,-0.100948,-0.209388,-0.146733,0.533482,0.942409,1.615735,1.579123,1.508855,1.445681,1.406894,1.566781
1577,1,"1577-1-15 00:00:00",1577.04,2.418624,1.722459,1.226396,0.934055,0.852053,1.367888,1.677303,2.253531,2.184372,2.087978,2.001507,1.940925
1577,2,"1577-2-15 00:00:00",1577.12,1.788571,2.853078,2.338791,1.866336,1.550119,1.42466,1.855818,2.114171,2.631766,2.551373,2.446023,2.350687
1577,3,"1577-3-15 00:00:00",1577.21,1.420117,2.175948,3.040543,2.643676,2.223296,1.919926,1.784058,2.164909,2.393739,2.871718,2.789191,2.682496
1577,4,"1577-4-15 00:00:00",1577.29,0.781598,1.493077,2.156027,2.947312,2.650144,2.293765,2.023739,1.899192,2.254824,2.471611,2.926289,2.850675
1577,5,"1577-5-15 00:00:00",1577.38,0.757619,1.043809,1.598984,2.183454,2.908361,2.670372,2.358582,2.114116,1.999078,2.334061,2.540734,2.975291
1577,6,"1577-6-15 00:00:00",1577.46,0.044957,0.544261,0.855959,1.381606,1.945067,2.642384,2.464505,2.202568,1.992217,1.896846,2.224407,2.431001
1577,7,"1577-7-15 00:00:00",1577.54,0.085128,0.088216,0.479643,0.767674,1.253766,1.78736,2.452334,2.313382,2.086747,1.901434,1.82041,2.139708
1577,8,"1577-8-15 00:00:00",1577.62,0.013169,0.066659,0.077403,0.414291,0.68279,1.136829,1.64388,2.279646,2.169476,1.970741,1.805985,1.737055
1577,9,"1577-9-15 00:00:00",1577.71,-0.151637,-0.093901,-0.028821,-0.003855,0.304059,0.560918,0.991791,1.478079,2.089781,2.003371,1.828691,1.682366
1577,10,"1577-10-15 00:00:00",1577.79,-0.284772,-0.295948,-0.228685,-0.15549,-0.11897,0.170186,0.418791,0.831481,1.30054,1.891605,1.82489,1.67091
1577,11,"1577-11-15 00:00:00",1577.88,-0.270203,-0.376352,-0.381796,-0.318899,-0.24687,-0.206422,0.06529,0.304334,0.699492,1.151619,1.722737,1.67091
1577,12,"1577-12-15 00:00:00",1577.96,-0.111833,-0.259075,-0.360289,-0.376384,-0.326802,-0.263872,-0.226926,0.025706,0.252248,0.628614,1.062553,1.61297
1578,1,"1578-1-15 00:00:00",1578.04,0.067543,-0.030035,-0.169926,-0.275588,-0.304735,-0.270315,-0.219335,-0.189502,0.043783,0.256375,0.613544,1.028773
1578,2,"1578-2-15 00:00:00",1578.12,-0.469557,-0.272623,-0.277641,-0.360567,-0.433755,-0.447192,-0.405761,-0.34996,-0.314484,-0.087953,0.120537,0.467672
1578,3,"1578-3-15 00:00:00",1578.21,0.084762,-0.260946,-0.171418,-0.197327,-0.283789,-0.360573,-0.381699,-0.350074,-0.302863,-0.273128,-0.061265,0.135863
1578,4,"1578-4-15 00:00:00",1578.29,1.64457,1.172734,0.68068,0.610403,0.493275,0.346364,0.221992,0.158698,0.152407,0.167098,0.170137,0.350294
1578,5,"1578-5-15 00:00:00",1578.38,0.757619,1.629026,1.343746,0.927753,0.846121,0.722971,0.572331,0.442261,0.369745,0.352172,0.356067,0.350294
1578,6,"1578-6-15 00:00:00",1578.46,0.468632,0.831573,1.551158,1.359205,1.008893,0.935661,0.820648,0.677219,0.550829,0.477519,0.456121,0.455569
1578,7,"1578-7-15 00:00:00",1578.54,-0.704289,-0.159809,0.282026,0.996339,0.913633,0.652852,0.621528,0.541844,0.428354,0.325425,0.26894,0.259414
1578,8,"1578-8-15 00:00:00",1578.62,-0.342373,-0.709786,-0.312321,0.082589,0.74029,0.699454,0.483758,0.469947,0.407284,0.309573,0.219178,0.171069
1578,9,"1578-9-15 00:00:00",1578.71,-0.151637,-0.33501,-0.647464,-0.335557,0.011343,0.612834,0.590609,0.401593,0.395663,0.342203,0.253912,0.171069
1578,10,"1578-10-15 00:00:00",1578.79,-1.13629,-0.873398,-0.880882,-1.073625,-0.757253,-0.40611,0.180223,0.193664,0.044211,0.060265,0.027954,-0.040516
1578,11,"1578-11-15 00:00:00",1578.88,-0.390006,-1.035046,-0.906619,-0.929093,-1.105711,-0.826615,-0.503582,0.045602,0.067436,-0.065656,-0.04462,-0.070285
1578,12,"1578-12-15 00:00:00",1578.96,-0.111833,-0.340318,-0.885112,-0.823073,-0.865277,-1.039305,-0.795797,-0.502154,0.010041,0.032792,-0.091419,-0.070285
1579,1,"1579-1-15 00:00:00",1579.04,0.912892,0.543232,0.2221,-0.33352,-0.355858,-0.446748,-0.646485,-0.45373,-0.203568,0.2607,0.269256,0.139768
1579,2,"1579-2-15 00:00:00",1579.12,1.200334,1.433069,1.08139,0.741041,0.192807,0.11852,-0.006357,-0.225539,-0.07432,0.138443,0.560304,0.554703
1579,3,"1579-3-15 00:00:00",1579.21,0.152333,0.917301,1.224124,0.99045,0.715763,0.229899,0.15991,0.041608,-0.166662,-0.028136,0.170986,0.571493
1579,4,"1579-4-15 00:00:00",1579.29,1.64457,1.218556,1.619463,1.79818,1.541446,1.248842,0.763601,0.661261,0.519074,0.295491,0.402388,0.571493
1579,5,"1579-5-15 00:00:00",1579.38,0.757619,1.629026,1.380256,1.726773,1.894292,1.669347,1.400129,0.944824,0.840211,0.697819,0.477783,0.571493
1579,6,"1579-6-15 00:00:00",1579.46,2.659109,2.317029,2.734715,2.39763,2.602951,2.684657,2.424912,2.128466,1.660792,1.52385,1.355278,1.115783
1579,7,"1579-7-15 00:00:00",1579.54,3.402351,4.110534,3.684477,3.89224,3.496586,3.596827,3.606001,3.31116,2.985823,2.501934,2.33226,2.136203
1579,8,"1579-8-15 00:00:00",1579.62,0.368712,2.557318,3.474343,3.305502,3.584398,3.29211,3.423106,3.461023,3.207327,2.916122,2.468016,2.312893
1579,9,"1579-9-15 00:00:00",1579.71,0.86814,0.838762,2.506649,3.356328,3.269303,3.554391,3.311458,3.447067,3.493424,3.262374,2.990963,2.566288
1579,10,"1579-10-15 00:00:00",1579.79,0.592401,0.990455,0.98838,2.405896,3.202253,3.168863,3.459362,3.257475,3.399859,3.456184,3.247268,2.995834
1579,11,"1579-11-15 00:00:00",1579.88,0.284564,0.594707,0.942913,0.972096,2.238602,2.995529,3.002274,3.298713,3.132505,3.283263,3.350686,3.163451
1579,12,"1579-12-15 00:00:00",1579.96,-0.111833,0.117136,0.413415,0.751105,0.812456,1.980219,2.710059,2.750957,3.055383,2.922145,3.08334,3.163451
1580,1,"1580-1-15 00:00:00",1580.04,-0.777807,-0.603302,-0.326934,-0.005829,0.34717,0.448555,1.554939,2.272116,2.348184,2.666163,2.567253,2.743346
1580,2,"1580-2-15 00:00:00",1580.12,0.342521,-0.295186,-0.295618,-0.120743,0.13386,0.438958,0.526555,1.549659,2.226998,2.30783,2.616872,2.530196
1580,3,"1580-3-15 00:00:00",1580.21,-0.05038,0.198113,-0.262414,-0.274776,-0.126997,0.1024,0.385701,0.472883,1.435978,2.085462,2.174667,2.479826
1580,4,"1580-4-15 00:00:00",1580.29,-0.784897,-0.566437,-0.266245,-0.584303,-0.561011,-0.40226,-0.169871,0.113116,0.213534,1.137646,1.772232,1.876151
1580,5,"1580-5-15 00:00:00",1580.38,-0.790056,-1.068043,-0.878198,-0.589936,-0.836252,-0.796015,-0.634504,-0.404014,-0.124761,-0.016137,0.87236,1.491584
1580,6,"1580-6-15 00:00:00",1580.46,1.597148,0.547323,0.011993,-0.012961,0.127566,-0.169821,-0.193355,-0.090671,0.088068,0.321938,0.401391,1.227708
1580,7,"1580-7-15 00:00:00",1580.54,1.66396,2.211496,1.335156,0.775425,0.66384,0.724874,0.403475,0.339511,0.400904,0.540954,0.739316,0.795752
1580,8,"1580-8-15 00:00:00",1580.62,0.17887,1.249702,1.858685,1.218639,0.756875,0.66491,0.725007,0.430171,0.370048,0.427147,0.559488,0.74858
1580,9,"1580-9-15 00:00:00",1580.71,0.068456,0.167723,1.032704,1.61345,1.103188,0.708453,0.632896,0.694088,0.422682,0.367673,0.422794,0.549874
1580,10,"1580-10-15 00:00:00",1580.79,-1.987808,-1.301594,-0.940415,-0.03519,0.617109,0.267691,-0.018259,-0.032654,0.069429,-0.14861,-0.170058,-0.091257
1580,11,"1580-11-15 00:00:00",1580.88,-2.852987,-3.282749,-2.578585,-2.112432,-1.18887,-0.488194,-0.713327,-0.906682,-0.863482,-0.719715,-0.885213,-0.870877
1580,12,"1580-12-15 00:00:00",1580.96,2.464178,-0.263668,-1.284131,-1.061471,-0.864121,-0.170503,0.380395,0.106583,-0.129371,-0.135819,-0.039394,-0.230789
1581,1,"1581-1-15 00:00:00",1581.04,-0.777807,1.1436,-0.630344,-1.450648,-1.252365,-1.065199,-0.417808,0.110403,-0.127301,-0.336012,-0.331682,-0.230789
1581,2,"1581-2-15 00:00:00",1581.12,0.964036,0.12629,1.432065,-0.093162,-0.888915,-0.777504,-0.653047,-0.087041,0.384797,0.145307,-0.067025,-0.076354
1581,3,"1581-3-15 00:00:00",1581.21,1.554244,1.707753,0.940411,1.933624,0.54854,-0.233092,-0.190795,-0.121257,0.372271,0.790476,0.543246,0.322363
1581,4,"1581-4-15 00:00:00",1581.29,-0.108067,0.980714,1.302283,0.750707,1.662499,0.45567,-0.250123,-0.210742,-0.145063,0.321188,0.721174,0.490542
1581,5,"1581-5-15 00:00:00",1581.38,-0.016219,-0.084283,0.772633,1.100944,0.65589,1.4951,0.412512,-0.237149,-0.202018,-0.14121,0.300253,0.682825
1581,6,"1581-6-15 00:00:00",1581.46,0.821053,0.545792,0.376476,1.035189,1.304749,0.893037,1.647327,0.638829,0.017699,0.035524,0.080343,0.489981
1581,7,"1581-7-15 00:00:00",1581.54,1.257424,1.409504,1.114277,0.898688,1.423813,1.638773,1.241747,1.920711,0.965126,0.362737,0.361733,0.388965
1581,8,"1581-8-15 00:00:00",1581.62,1.63363,1.960547,2.005722,1.699656,1.45603,1.884121,2.052212,1.661695,2.274969,1.359384,0.770079,0.750444
1581,9,"1581-9-15 00:00:00",1581.71,-1.23797,0.268314,0.893193,1.1378,0.997486,0.861017,1.312135,1.518187,1.194148,1.803849,0.965709,0.425823
1581,10,"1581-10-15 00:00:00",1581.79,-0.238667,-1.001371,0.084826,0.650459,0.907211,0.813163,0.709552,1.143109,1.351546,1.060006,1.647773,0.86045
1581,11,"1581-11-15 00:00:00",1581.88,-0.390006,-0.42633,-1.008582,-0.107157,0.415733,0.676203,0.614795,0.536771,0.956241,1.166731,0.903129,1.472452
1581,12,"1581-12-15 00:00:00",1581.96,0.21393,-0.119405,-0.224093,-0.760045,-0.007744,0.453745,0.692146,0.63719,0.564944,0.960296,1.161869,0.91331
1582,1,"1582-1-15 00:00:00",1582.04,2.603591,1.910681,1.311632,1.006602,0.385891,0.946998,1.291243,1.45421,1.356598,1.249085,1.589621,1.753521
1582,2,"1582-2-15 00:00:00",1582.12,1.200334,2.579603,2.170923,1.668365,1.375417,0.788232,1.272055,1.572493,1.711763,1.609167,1.497288,1.812236
1582,3,"1582-3-15 00:00:00",1582.21,1.68837,1.958953,2.96759,2.624163,2.157458,1.860482,1.290453,1.706889,1.964972,2.078283,1.96597,1.845564
1582,4,"1582-4-15 00:00:00",1582.29,-1.568144,0.08153,0.713523,1.804628,1.679339,1.373344,1.179484,0.708376,1.140063,1.420757,1.56108,1.482763
1582,5,"1582-5-15 00:00:00",1582.38,2.305294,0.499892,1.310554,1.667448,2.528068,2.360937,2.034489,1.813387,1.336151,1.709139,1.948311,2.059614
1582,6,"1582-6-15 00:00:00",1582.46,0.821053,2.120109,0.841926,1.493025,1.804669,2.583395,2.441516,2.143873,1.937272,1.485511,1.834464,2.059614
1582,7,"1582-7-15 00:00:00",1582.54,2.013563,1.922274,2.77719,1.642574,2.134698,2.367201,3.046358,2.893456,2.594797,2.380358,1.933587,2.247499
1582,8,"1582-8-15 00:00:00",1582.62,0.8234,1.923865,1.976495,2.742391,1.783671,2.229087,2.44805,3.083527,2.949044,2.672647,2.471389,2.046173
1582,9,"1582-9-15 00:00:00",1582.71,1.514286,1.585284,2.351061,2.378624,3.0346,2.165301,2.553567,2.743813,3.328676,3.196722,2.928726,2.730055
1582,10,"1582-10-15 00:00:00",1582.79,0.579573,1.419935,1.57625,2.267573,2.334258,2.952253,2.180909,2.550222,2.737775,3.29735,3.181685,2.933371
1582,11,"1582-11-15 00:00:00",1582.88,2.312582,1.961293,2.380883,2.405085,2.939559,2.954923,3.48519,2.74489,3.06249,3.217262,3.729214,3.604911
1582,12,"1582-12-15 00:00:00",1582.96,-0.770605,1.04568,1.146314,1.672039,1.809672,2.371719,2.451405,2.993612,2.344606,2.674845,2.848901,3.360274
1583,1,"1583-1-15 00:00:00",1583.04,0.067543,-0.476776,0.869654,1.006714,1.502926,1.658671,2.198156,2.295742,2.822136,2.228781,2.553361,2.730115
1583,2,"1583-2-15 00:00:00",1583.12,0.139502,0.140406,-0.304502,0.804335,0.945003,1.408082,1.568299,2.083192,2.189845,2.698738,2.149269,2.466519
1583,3,"1583-3-15 00:00:00",1583.21,-0.717042,-0.391655,-0.275561,-0.58892,0.418804,0.590494,1.050569,1.231619,1.740806,1.866968,2.371317,1.868822
1583,4,"1583-4-15 00:00:00",1583.29,-0.924592,-1.113262,-0.811631,-0.659735,-0.894925,0.039348,0.230882,0.686486,0.883028,1.386553,1.528655,2.028732
1583,5,"1583-5-15 00:00:00",1583.38,-1.09566,-1.370019,-1.479012,-1.194666,-1.02684,-1.209477,-0.332151,-0.127458,0.32277,0.530872,1.028593,1.183661
1583,6,"1583-6-15 00:00:00",1583.46,-1.507233,-1.765133,-1.905967,-1.951962,-1.665925,-1.479387,-1.61596,-0.778255,-0.559346,-0.110536,0.110033,0.605128
1583,7,"1583-7-15 00:00:00",1583.54,-1.153725,-1.804509,-2.029771,-2.152782,-2.190749,-1.926876,-1.744723,-1.859265,-1.065373,-0.844793,-0.405789,-0.181881
1583,8,"1583-8-15 00:00:00",1583.62,0.013169,-0.773459,-1.43065,-1.721527,-1.894411,-1.973165,-1.762998,-1.614835,-1.736673,-1.000672,-0.797424,-0.383207
1583,9,"1583-9-15 00:00:00",1583.71,-0.151637,-0.093901,-0.698196,-1.287392,-1.580726,-1.765994,-1.860847,-1.683189,-1.555969,-1.678844,-0.988194,-0.797156
1583,10,"1583-10-15 00:00:00",1583.79,-0.284772,-0.295948,-0.228685,-0.72521,-1.251647,-1.531555,-1.715565,-1.815504,-1.658826,-1.545139,-1.665831,-1.011929
1583,11,"1583-11-15 00:00:00",1583.88,0.590725,0.20748,0.08338,0.077023,-0.400241,-0.913641,-1.206279,-1.407661,-1.527093,-1.401155,-1.310666,-1.439777
1583,12,"1583-12-15 00:00:00",1583.96,-0.111833,0.324757,0.104887,0.019537,0.022585,-0.402348,-0.875622,-1.154192,-1.350406,-1.470324,-1.357465,-1.276085
1584,1,"1584-1-15 00:00:00",1584.04,2.088433,1.340416,1.387174,1.049694,0.86478,0.785621,0.332852,-0.161193,-0.47077,-0.698236,-0.848997,-0.773933
1584,2,"1584-2-15 00:00:00",1584.12,0.139502,1.510857,1.143369,1.244808,0.982932,0.831911,0.767495,0.352361,-0.110171,-0.405389,-0.625529,-0.773933
1584,3,"1584-3-15 00:00:00",1584.21,0.684869,0.55904,1.573842,1.288103,1.376437,1.138418,0.993248,0.925749,0.529801,0.084626,-0.205628,-0.425586
1584,4,"1584-4-15 00:00:00",1584.29,-0.784897,-0.067833,0.021328,0.978576,0.818174,0.955165,0.780415,0.676863,0.637478,0.283418,-0.124551,-0.390874
1584,5,"1584-5-15 00:00:00",1584.38,1.531456,0.506274,0.773428,0.722435,1.485063,1.299862,1.390834,1.201756,1.080733,1.0224,0.668229,0.261912
1584,6,"1584-6-15 00:00:00",1584.46,-1.150115,0.258604,-0.218048,0.12937,0.170778,0.919421,0.805752,0.931889,0.789233,0.702256,0.669171,0.350649
1584,7,"1584-7-15 00:00:00",1584.54,-0.704289,-1.25755,-0.174494,-0.509472,-0.171654,-0.103868,0.606632,0.528022,0.666758,0.550162,0.481989,0.462325
1584,8,"1584-8-15 00:00:00",1584.62,1.145665,0.299316,-0.382945,0.378349,0.015349,0.264803,0.289776,0.920189,0.828769,0.943829,0.820449,0.743728
1584,9,"1584-9-15 00:00:00",1584.71,-1.23797,-0.062596,-0.430415,-0.895247,-0.16852,-0.439751,-0.173182,-0.117191,0.5,0.440558,0.571764,0.473796
1584,10,"1584-10-15 00:00:00",1584.79,-0.284772,-1.032636,-0.203742,-0.497296,-0.905592,-0.256498,-0.49907,-0.249506,-0.192844,0.392964,0.343351,0.473796
1584,11,"1584-11-15 00:00:00",1584.88,-0.270203,-0.376352,-0.968762,-0.29767,-0.548501,-0.91665,-0.326086,-0.547357,-0.312455,-0.256151,0.302033,0.259872
1584,12,"1584-12-15 00:00:00",1584.96,-0.970503,-0.841375,-0.824244,-1.270847,-0.656538,-0.850838,-1.166974,-0.605241,-0.795732,-0.561632,-0.496029,0.046509
1585,1,"1585-1-15 00:00:00",1585.04,0.331178,-0.433553,-0.491435,-0.549231,-0.987077,-0.471429,-0.669123,-0.979562,-0.4699,-0.658971,-0.446022,-0.390134
1585,2,"1585-2-15 00:00:00",1585.12,1.200334,1.038584,0.303124,0.133735,0.002449,-0.451398,-0.028995,-0.246546,-0.566569,-0.11262,-0.311539,-0.126538
1585,3,"1585-3-15 00:00:00",1585.21,0.084762,0.871478,0.873303,0.296975,0.152415,0.033269,-0.385556,-0.000471,-0.206054,-0.510761,-0.084649,-0.275652
1585,4,"1585-4-15 00:00:00",1585.29,0.781598,0.587516,1.116674,1.102727,0.579263,0.424001,0.293205,-0.114009,0.227743,0.020861,-0.280284,0.113591
1585,5,"1585-5-15 00:00:00",1585.38,0.996667,1.205917,1.006629,1.40877,1.377591,0.888199,0.723886,0.58289,0.184244,0.488977,0.279802,-0.019294
1585,6,"1585-6-15 00:00:00",1585.46,1.173474,1.471665,1.59488,1.396418,1.719416,1.67378,1.209094,1.037662,0.888251,0.49663,0.769701,0.558072
1585,7,"1585-7-15 00:00:00",1585.54,2.363165,2.398346,2.449431,2.444204,2.191323,2.418327,2.329514,1.85891,1.661302,1.48769,1.087342,1.320274
1585,8,"1585-8-15 00:00:00",1585.62,1.922617,2.906372,2.949739,2.968933,2.937172,2.682981,2.864383,2.761166,2.301483,2.09518,1.911925,1.513332
1585,9,"1585-9-15 00:00:00",1585.71,1.667824,2.434831,3.216846,3.277583,3.296825,3.263036,3.021503,3.178015,3.071728,2.62854,2.421348,2.235365
1585,10,"1585-10-15 00:00:00",1585.79,-0.284772,0.937906,1.786115,2.606968,2.776784,2.872304,2.897306,2.714867,2.891905,2.817259,2.417547,2.235365
1585,11,"1585-11-15 00:00:00",1585.88,-0.270203,-0.376352,0.601293,1.395942,2.190903,2.408106,2.543804,2.604167,2.46259,2.651754,2.600252,2.235365
1585,12,"1585-12-15 00:00:00",1585.96,0.480384,0.142533,-0.040303,0.732692,1.426822,2.154149,2.370285,2.510229,2.57809,2.453618,2.639179,2.595882
1586,1,"1586-1-15 00:00:00",1586.04,0.319066,0.542141,0.285962,0.112428,0.77606,1.405164,2.083126,2.298911,2.443056,2.5181,2.409261,2.592872
1586,2,"1586-2-15 00:00:00",1586.12,-0.063518,0.173298,0.397638,0.214178,0.073437,0.677418,1.267537,1.91314,2.133541,2.285518,2.370575,2.278829
1586,3,"1586-3-15 00:00:00",1586.21,0.785717,0.489754,0.562615,0.699772,0.507869,0.354202,0.885434,1.421193,2.020337,2.227463,2.37165,2.453003
1586,4,"1586-4-15 00:00:00",1586.29,0.104768,0.603876,0.446826,0.527035,0.660042,0.496935,0.360103,0.854274,1.361011,1.933347,2.138957,2.284824
1586,5,"1586-5-15 00:00:00",1586.38,-0.790056,-0.464723,0.054264,0.016975,0.144465,0.306454,0.190281,0.087754,0.569061,1.065556,1.626681,1.840859
1586,6,"1586-6-15 00:00:00",1586.46,0.821053,0.02102,0.073356,0.423769,0.348184,0.431279,0.557044,0.432619,0.321851,0.762398,1.224351,1.753289
1586,7,"1586-7-15 00:00:00",1586.54,-1.493705,-0.456154,-0.790329,-0.624486,-0.232222,-0.232944,-0.106432,0.051055,-0.03109,-0.107679,0.333048,0.794932
1586,8,"1586-8-15 00:00:00",1586.62,-0.797062,-1.553466,-0.794114,-1.039217,-0.874555,-0.501724,-0.481553,-0.347332,-0.184904,-0.248665,-0.310029,0.119146
1586,9,"1586-9-15 00:00:00",1586.71,-1.81756,-1.773086,-2.219806,-1.511743,-1.654685,-1.455599,-1.071073,-1.013666,-0.855776,-0.67451,-0.709927,-0.746904
1586,10,"1586-10-15 00:00:00",1586.79,-0.376982,-1.488213,-1.61642,-2.062692,-1.487049,-1.632119,-1.461847,-1.111423,-1.058983,-0.910464,-0.737785,-0.769816
1586,11,"1586-11-15 00:00:00",1586.88,-1.390707,-1.198745,-1.937178,-2.015325,-2.384638,-1.852205,-1.964464,-1.790168,-1.446448,-1.381006,-1.225944,-1.04824
1586,12,"1586-12-15 00:00:00",1586.96,-1.370299,-1.872356,-1.695514,-2.278944,-2.334557,-2.655145,-2.159479,-2.250186,-2.075885,-1.740642,-1.666692,-1.508098
1587,1,"1587-1-15 00:00:00",1587.04,1.876654,0.34338,-0.477832,-0.580059,-1.249495,-1.420202,-1.8047,-1.41854,-1.558593,-1.440408,-1.16051,-1.121068
1587,2,"1587-2-15 00:00:00",1587.12,-0.266538,1.091888,0.129577,-0.529268,-0.62005,-1.225811,-1.392259,-1.757718,-1.405755,-1.542594,-1.435038,-1.171515
1587,3,"1587-3-15 00:00:00",1587.21,-0.751335,-0.690263,0.464015,-0.235236,-0.771972,-0.835132,-1.376891,-1.526201,-1.864805,-1.531938,-1.658392,-1.553442
1587,4,"1587-4-15 00:00:00",1587.29,-0.645201,-0.947051,-0.89859,0.09822,-0.469427,-0.933411,-0.98287,-1.478842,-1.617089,-1.935463,-1.6206,-1.739795
1587,5,"1587-5-15 00:00:00",1587.38,-0.484452,-0.766066,-1.016334,-0.987599,-0.109927,-0.601347,-1.01899,-1.063096,-1.525825,-1.657709,-1.9612,-1.663858
1587,6,"1587-6-15 00:00:00",1587.46,0.430656,-0.036481,-0.377681,-0.666975,-0.69675,0.058547,-0.406845,-0.811224,-0.86947,-1.319831,-1.459143,-1.760864
1587,7,"1587-7-15 00:00:00",1587.54,-1.010991,-0.39355,-0.575324,-0.786385,-0.998868,-0.999524,-0.286084,-0.692804,-1.054566,-1.097857,-1.514956,-1.640919
1587,8,"1587-8-15 00:00:00",1587.62,-2.417523,-2.325021,-1.619799,-1.601435,-1.67505,-1.787674,-1.729322,-1.019394,-1.354339,-1.65943,-1.671484,-2.043572
1587,9,"1587-9-15 00:00:00",1587.71,0.068456,-1.593002,-1.815502,-1.347165,-1.385429,-1.487291,-1.616733,-1.583303,-0.934302,-1.257857,-1.555271,-1.574934
1587,10,"1587-10-15 00:00:00",1587.79,-0.238667,-0.115427,-1.398201,-1.654972,-1.285683,-1.338332,-1.44443,-1.574611,-1.551858,-0.946423,-1.254709,-1.540565
1587,11,"1587-11-15 00:00:00",1587.88,-0.270203,-0.345086,-0.237963,-1.3143,-1.57011,-1.259828,-1.318396,-1.424564,-1.552928,-1.537254,-0.967699,-1.262142
1587,12,"1587-12-15 00:00:00",1587.96,-1.662553,-1.310684,-1.17326,-0.967106,-1.83453,-2.026807,-1.714346,-1.741837,-1.818953,-1.921448,-1.891062,-1.334761
1588,1,"1588-1-15 00:00:00",1588.04,-1.623156,-2.228179,-1.921326,-1.745041,-1.512156,-2.251113,-2.404616,-2.096956,-2.104462,-2.16138,-2.244997,-2.204395
